Country	TerritoryName	CategoryName	ProductSubcategory	ProductName	ProductColor	OrderQty	SubTotal	YearOrdered	MonthOrdered
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	106.93	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	106.93	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	June
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	79.47	2014	June
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, XL	Multi	1	79.47	2014	June
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	79.47	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	85.48	2014	June
USA	Southwest	Clothing	Vests	Classic Vest, M	Blue	1	85.48	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	37.29	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	37.29	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	63.47	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	63.47	2014	June
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	63.47	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	63.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Road Tire		1	63.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	63.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	38.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Touring Tire		1	28.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	24.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	36.59	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Road Tire		1	36.59	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	32.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	32.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	32.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	69.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	69.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	69.97	2014	June
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	98.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	98.97	2014	June
USA	Northwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, L	Yellow	1	98.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	14.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	14.98	2014	June
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	23.97	2014	June
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	23.97	2014	June
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	23.97	2014	June
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	128.97	2014	June
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	128.97	2014	June
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, XL	Multi	1	128.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	39.98	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	39.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	48.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	48.97	2014	June
USA	Southwest	Clothing	Socks	Racing Socks, M	White	1	48.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	39.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	39.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	89.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	89.97	2014	June
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	1	89.97	2014	June
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	39.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.99	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	71.97	2014	June
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, M	Multi	1	71.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	59.27	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	59.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	59.27	2014	June
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	8.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	38.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	ML Road Tire		1	31.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	31.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	31.27	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Road Tire		1	25.48	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	25.48	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	34.89	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	34.89	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	69.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	69.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	69.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	14.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	14.98	2014	June
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	106.96	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	106.96	2014	June
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	106.96	2014	June
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	76.97	2014	June
USA	Northwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	76.97	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	30.97	2014	June
USA	Southwest	Clothing	Socks	Racing Socks, L	White	1	30.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	3.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	27.77	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	27.77	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	27.77	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	32.27	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	32.27	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	32.27	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	34.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	34.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	37.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	37.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	37.27	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	14.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	14.98	2014	June
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	69.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	127.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	127.28	2014	June
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	127.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	37.29	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	37.29	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	159.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	159.99	2014	June
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	159.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	35	2014	June
USA	Northwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	120	2014	June
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	7.95	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	34.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	53.98	2014	June
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	53.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	32.6	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	36.59	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Road Tire		1	36.59	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	29.99	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	4.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	42.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	42.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	42.28	2014	June
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	7.95	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	63.47	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	63.47	2014	June
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	63.47	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Road Tire		1	63.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	63.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	63.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	Touring Tire		1	68.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	68.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	68.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	37.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	37.27	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	37.27	2014	June
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	9.99	2014	June
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	78.98	2014	June
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	78.98	2014	June
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, L	Black	1	69.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	4.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	35	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	35	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	56.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	56.97	2014	June
USA	Northwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	120	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	6.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	6.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	Touring Tire		1	28.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	64.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	64.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	June
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	30.97	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	30.97	2014	June
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	81.46	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	81.46	2014	June
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	81.46	2014	June
USA	Southeast	Accessories	Tires and Tubes	HL Mountain Tire		1	35	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	34.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	21.49	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	114.96	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	114.96	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	114.96	2014	June
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, XL	Multi	1	114.96	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	69.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	69.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	69.97	2014	June
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	72.93	2014	June
USA	Northwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	72.93	2014	June
USA	Northwest	Accessories	Cleaners	Bike Wash - Dissolver		1	72.93	2014	June
USA	Southwest	Clothing	Vests	Classic Vest, M	Blue	1	68.49	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	68.49	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	4.99	2014	June
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	13.98	2014	June
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	13.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	198.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	198.99	2014	June
USA	Southwest	Accessories	Bike Stands	All-Purpose Bike Stand		1	198.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	89.96	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	89.96	2014	June
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	89.96	2014	June
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	89.96	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	89.96	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	74.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	74.98	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	74.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	June
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	48.97	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	48.97	2014	June
USA	Northwest	Clothing	Socks	Racing Socks, M	White	1	48.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	31.73	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	31.73	2014	June
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	31.73	2014	June
USA	Southwest	Accessories	Tires and Tubes	Touring Tire		1	41.93	2014	June
USA	Southwest	Accessories	Tires and Tubes	Touring Tire Tube		1	41.93	2014	June
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	41.93	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Road Tire		1	38.88	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	38.88	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	38.88	2014	June
USA	Northwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	9.99	2014	June
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	78.98	2014	June
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	78.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	June
USA	Northwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	67.97	2014	June
USA	Northwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, S	Yellow	1	67.97	2014	June
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	67.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	67.93	2014	June
USA	Southwest	Accessories	Hydration Packs	Hydration Pack - 70 oz.	Silver	1	67.93	2014	June
USA	Southwest	Accessories	Cleaners	Bike Wash - Dissolver		1	67.93	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	39.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	39.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	99.47	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	99.47	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	99.47	2014	June
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	99.47	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	36.96	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	36.96	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	36.96	2014	June
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	8.99	2014	June
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, L	Yellow	1	53.99	2014	June
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	49.99	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Road Tire		1	34.47	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	34.47	2014	June
USA	Southwest	Clothing	Socks	Racing Socks, L	White	1	34.47	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	27.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	27.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.97	2014	June
USA	Southwest	Accessories	Tires and Tubes	LL Mountain Tire		1	64.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	64.97	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Road Tire		1	32.6	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	29.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	ML Mountain Tire		1	94.46	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	94.46	2014	June
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	94.46	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	94.46	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	9.99	2014	June
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	78.98	2014	June
USA	Northwest	Clothing	Caps	AWC Logo Cap	Multi	1	78.98	2014	June
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	69.99	2014	June
USA	Northwest	Clothing	Vests	Classic Vest, L	Blue	1	133.49	2014	June
USA	Northwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	133.49	2014	June
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	13.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	13.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	39.98	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	39.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Road Tire Tube		1	6.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	6.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Road Tire		1	110.46	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	110.46	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	110.46	2014	June
USA	Northwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	110.46	2014	June
USA	Southwest	Accessories	Tires and Tubes	ML Mountain Tire		1	29.99	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	49.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	49.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	49.97	2014	June
USA	Southwest	Clothing	Shorts	Women's Mountain Shorts, M	Black	1	128.97	2014	June
USA	Southwest	Clothing	Caps	AWC Logo Cap	Multi	1	128.97	2014	June
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, S	Multi	1	128.97	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	4.99	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	58.98	2014	June
USA	Southwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, M	Yellow	1	58.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	39.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	114.46	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	114.46	2014	June
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, M	Black	1	114.46	2014	June
USA	Southwest	Clothing	Jerseys	Long-Sleeve Logo Jersey, L	Multi	1	114.46	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	June
USA	Southwest	Clothing	Vests	Classic Vest, M	Blue	1	85.48	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	85.48	2014	June
USA	Northwest	Accessories	Fenders	Fender Set - Mountain		1	21.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	74.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	74.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	74.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	42.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Mountain Tire		1	42.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	42.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	2.29	2014	June
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	39.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	39.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Touring Tire Tube		1	39.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	39.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Mountain Bottle Cage		1	14.98	2014	June
USA	Southwest	Accessories	Bottles and Cages	Water Bottle - 30 oz.		1	14.98	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	7.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	7.28	2014	June
USA	Northwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	39.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Blue	Blue	1	39.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	64.47	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	64.47	2014	June
USA	Southwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	64.47	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	42.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	HL Mountain Tire		1	42.28	2014	June
USA	Southwest	Accessories	Tires and Tubes	Patch Kit/8 Patches		1	42.28	2014	June
USA	Southwest	Accessories	Fenders	Fender Set - Mountain		1	56.97	2014	June
USA	Southwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	56.97	2014	June
USA	Southwest	Accessories	Bike Racks	Hitch Rack - 4-Bike		1	120	2014	June
USA	Northwest	Clothing	Jerseys	Short-Sleeve Classic Jersey, XL	Yellow	1	53.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	24.99	2014	June
USA	Northwest	Accessories	Tires and Tubes	HL Road Tire		1	96.07	2014	June
USA	Northwest	Accessories	Tires and Tubes	Road Tire Tube		1	96.07	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Black	Black	1	96.07	2014	June
USA	Northwest	Clothing	Gloves	Half-Finger Gloves, S	Black	1	96.07	2014	June
USA	Northwest	Accessories	Tires and Tubes	LL Mountain Tire		1	59.98	2014	June
USA	Northwest	Accessories	Helmets	Sport-100 Helmet, Red	Red	1	59.98	2014	June
USA	Southwest	Accessories	Tires and Tubes	Mountain Tire Tube		1	94.46	2014	June
